"Season","FirstName","LastName","Position","Origin","Destination","TransferDate","Rating","Stars","Eligibility"
"2022","Eli","Ricks","CB","LSU","Alabama","2021-11-24T02:54:00.000Z","0.98","5","Immediate"
"2022","Jahmal","Sam","S","UT San Antonio","","2022-01-19T21:07:00.000Z","0.81","3","Immediate"
"2022","Josh","Tracey","WR","Connecticut","","2022-05-01T01:42:00.000Z","","3","Immediate"
"2022","Nasir","Clerk","CB","East Carolina","","2021-09-29T13:58:00.000Z","0.8","3","Immediate"
"2022","Micah","Lopez","LB","Washington State","","2022-04-29T15:14:00.000Z","","","Immediate"
"2022","Erick","Young","S","Texas A&M","Blinn College","2022-01-27T22:00:00.000Z","","","Immediate"
"2022","Andre","Seldon","CB","Michigan","New Mexico State","2022-01-06T15:05:00.000Z","0.87","3","Immediate"
"2022","Tim","Patrick","WR","Utah State","","2022-04-27T14:53:00.000Z","","2","Immediate"
"2022","Shon","Brown","LB","Coastal Carolina","Elon","2022-03-04T16:47:00.000Z","","3","Immediate"
"2022","Jeminai","Leuta-Ulu","IOL","UNLV","","2022-04-29T15:53:00.000Z","","3","Immediate"
"2022","Ethan","Ingram","IOL","Marshall","Georgia Southern","2022-02-16T16:58:00.000Z","","2","Immediate"
"2022","LV","Bunkley-Shelton","WR","Arizona State","Oklahoma","2022-04-29T20:03:00.000Z","0.88","3","Immediate"
"2022","Jahkeem","Green","DL","South Carolina","Florida Atlantic","2022-04-18T19:28:00.000Z","","4","Immediate"
"2022","Marquez","Beason","CB","Illinois","Alabama A&M","2021-11-04T20:41:00.000Z","0.82","3","Immediate"
"2022","Jayhvion","Gipson","LB","TCU","","2022-04-30T00:52:00.000Z","","3","Immediate"
"2022","Ken","Torain","CB","Duke","","2022-05-01T01:37:00.000Z","","3","Immediate"
"2022","Jarrick","Bernard","CB","Oklahoma State","LSU","2022-01-20T15:00:00.000Z","0.94","4","Immediate"
"2022","Jaylen","Pate","EDGE","Wyoming","","2022-01-19T19:54:00.000Z","","3","Immediate"
"2022","Quavaris","Crouch","LB","Michigan State","","2022-04-29T13:47:00.000Z","","4","Immediate"
"2022","Cordarrius","Bailey","DL","Iowa State","Northern Iowa","2021-11-03T17:49:00.000Z","0.8","3","Immediate"
"2022","Frankie","Onate","K","South Alabama","","2022-01-24T17:07:00.000Z","","1","Immediate"
"2022","David","Reynolds","EDGE","Florida International","","2021-11-30T06:00:00.000Z","0.8","3","TBD"
"2022","Omni","Wells","RB","Mississippi State","South Alabama","2022-05-02T01:04:00.000Z","0.8","3","Immediate"
"2022","Patrick","Ballard","WR","UNLV","Abilene Christian","2022-03-30T16:24:00.000Z","","3","Immediate"
"2022","Reginald","Neely","CB","Tulane","","2022-01-26T22:04:00.000Z","","","Immediate"
"2022","Emmit","Bohle","OT","Northern State","Arizona State","2021-11-23T22:05:00.000Z","0.85","3","Immediate"
"2022","Jabari","Parker","S","Virginia Tech","","2022-04-25T17:37:00.000Z","","2","Immediate"
"2022","Jerwuan","Thomas","CB","Ball State","","2022-02-25T15:06:00.000Z","","2","Immediate"
"2022","Jaymar","Mundy","CB","Miami (OH)","","2022-05-24T22:09:00.000Z","","3","Immediate"
"2022","Hunter","Washington","CB","Florida State","Mississippi State","2022-04-14T18:15:00.000Z","","4","Immediate"
"2022","James","Thomas","LB","West Virginia","","2021-10-06T17:36:00.000Z","","3","Immediate"
"2022","Sam","Reynolds","WR","South Carolina","","2022-04-30T18:07:00.000Z","","3","Immediate"
"2022","Zeb","Noland","QB","North Dakota State","South Carolina","2021-08-17T13:54:00.000Z","","3","Immediate"
"2022","Terrell","Jennings","CB","Minnesota State","Illinois","2022-04-15T02:57:00.000Z","","","Immediate"
"2022","Kevin","Greene","DL","North Texas","","2022-04-27T21:36:00.000Z","","3","Immediate"
"2022","D.J.","Williams","RB","Florida State","Arizona","2022-06-30T03:38:00.000Z","0.85","3","Immediate"
"2022","Rahmod","Smith","TE","Florida Atlantic","","2022-04-28T22:54:00.000Z","","3","Immediate"
"2022","Javon","Baker","WR","Alabama","UCF","2022-01-14T19:12:00.000Z","0.9","4","Immediate"
"2022","Anthony","Nelson","WDE","Harvard","Duke","2021-11-23T20:53:00.000Z","","2","Immediate"
"2022","Sean","Tucker","CB","East Carolina","Towson","2022-05-04T14:20:00.000Z","","3","Immediate"
"2022","Benjamin","Key","DL","Missouri","","2022-04-25T21:27:00.000Z","","3","Immediate"
"2022","Taron","Madison","RB","Oregon State","","2021-09-08T17:05:00.000Z","","3","Immediate"
"2022","Deonte","Sheffield","RB","Florida State","West Florida","2021-09-28T19:42:00.000Z","","3","Immediate"
"2022","Jeremiah","Payton","WR","Miami","","2021-09-24T15:42:00.000Z","0.81","3","Immediate"
"2022","Ben","Bell","DL","Louisiana Tech","","2022-04-01T05:00:00.000Z","","3","Immediate"
"2022","JaMichael","Thompson","WR","Middle Tennessee","","2022-04-29T20:50:00.000Z","","3","Immediate"
"2022","Tre'Von","Morgan","WR","Miami (OH)","","2022-04-06T14:42:00.000Z","","3","Immediate"
"2022","Loyal","Crawford","RB","Wisconsin","","2021-09-23T16:11:00.000Z","0.81","3","Immediate"
"2022","Earnest","Sanders","WR","Kentucky","","2022-04-15T18:50:00.000Z","","3","Immediate"
"2022","Daymon","David","S","Oregon","Oregon","2022-05-06T00:58:00.000Z","","4","Immediate"
"2022","Tre'von","Marshall","EDGE","Mississippi State","","2022-06-22T01:37:00.000Z","","3","Immediate"
"2022","MJ","Anderson","DL","Minnesota","Iowa State","2021-11-21T16:47:00.000Z","0.82","3","Immediate"
"2022","James","Ohonba","IOL","Michigan State","Louisiana","2022-02-02T17:40:00.000Z","","3","Immediate"
"2022","Ja'Veon","Marlow","RB","Vanderbilt","","2022-01-21T20:04:00.000Z","","3","Immediate"
"2022","Tenyeh","Dixon","CB","Virginia","Elizabeth City State","2021-10-25T22:08:00.000Z","0.79","2","Immediate"
"2022","Willie","Reid","S","Central Michigan","","2021-10-27T17:33:00.000Z","0.83","3","Immediate"
"2022","Myles","Tapusoa","DL","Arizona","","2021-09-30T18:11:00.000Z","0.8","3","Immediate"
"2022","Eddie","Watkins","LB","West Virginia","","2021-10-08T00:54:00.000Z","","3","Immediate"
"2022","Jahaziel","Lee","OT","Utah State","","2021-08-02T20:16:00.000Z","0.79","2","SittingOne"
"2022","Dink","Jackson","S","Ole Miss","","2021-09-30T17:23:00.000Z","0.81","3","Immediate"
"2022","Jackson","Ray","P","Colorado State","","2021-09-21T16:50:00.000Z","","2","Immediate"
"2022","Troy","Brown","LB","Central Michigan","Ole Miss","2022-01-10T22:24:00.000Z","0.9","4","Immediate"
"2022","Tyriq","Hardimon","CB","Wake Forest","","2022-01-11T00:05:00.000Z","","3","Immediate"
"2022","Gerrik","Vollmer","OT","Old Dominion","","2022-04-27T20:36:00.000Z","","3","Immediate"
"2022","Trent","Ward","DL","North Texas","","2022-04-27T21:34:00.000Z","","3","Immediate"
"2022","James","Phillips","TE","Western Michigan","","2021-09-06T19:28:00.000Z","","3","Immediate"
"2022","Joshua","Rawlings","TE","Virginia","","2021-12-16T15:23:00.000Z","","3","Immediate"
"2022","Katravis","Marsh","QB","South Florida","South Florida","2021-12-01T08:36:00.000Z","0.83","3","Immediate"
"2022","Monterio","Hunt","WR","Rutgers","Alcorn State","2021-08-24T21:18:00.000Z","","3","Immediate"
"2022","Brian","Maurer","QB","Tennessee","Stephen F. Austin","2021-08-21T17:58:00.000Z","0.81","3","Immediate"
"2022","Ryan","Stapp","CB","Abilene Christian","Minnesota","2021-11-22T23:43:00.000Z","0.88","3","Immediate"
"2022","Jonathan","Haynes","S","Ole Miss","","2021-08-02T14:49:00.000Z","0.81","3","Immediate"
"2022","Zion","Childress","S","Texas State","Kentucky","2022-04-25T19:10:00.000Z","","3","Immediate"
"2022","Lamin","Touray","LB","Nevada","","2021-12-08T21:50:00.000Z","","3","Immediate"
"2022","James","Ash","DL","Wake Forest","South Florida","2021-09-01T20:27:00.000Z","0.8","3","Immediate"
"2022","Khamal","Ellison","CB","Florida","","2021-09-01T16:36:00.000Z","","2","Immediate"
"2022","Malik","Hornsby","QB","Arkansas","","2022-01-07T12:15:00.000Z","","4","Immediate"
"2022","Trent","Holler","IOL","East Carolina","Marshall","2021-10-18T13:21:00.000Z","0.84","3","Immediate"
"2022","Tommy","DeVito","QB","Syracuse","Illinois","2021-10-17T18:07:00.000Z","0.82","3","Immediate"
"2022","Marcus","Haskins","CB","Liberty","Appalachian State","2021-10-07T18:35:00.000Z","0.8","3","Immediate"
"2022","Ma'a","Gaoteote","OLB","Michigan State","","2022-01-19T16:56:00.000Z","","","Immediate"
"2022","Stacy","Kirby","EDGE","South Florida","","2021-10-12T18:03:00.000Z","0.82","3","Immediate"
"2022","Russell","Thompson-Bishop","WR","Syracuse","","2021-09-21T16:58:00.000Z","","3","Immediate"
"2022","Chylon","Thomas","WR","Charlotte","","2022-02-14T19:22:00.000Z","","","Immediate"
"2022","Tyrone","Brown","S","Baylor","","2021-09-08T02:05:00.000Z","","3","Immediate"
"2022","Ja'Len","Sims","LB","Memphis","","2022-04-29T14:04:00.000Z","","3","Immediate"
"2022","Josh","Moore","S","UCLA","Florida Atlantic","2022-02-24T21:44:00.000Z","","3","Immediate"
"2022","Deron","Harrell","CB","Wisconsin","","2021-11-16T18:55:00.000Z","0.8","3","Immediate"
"2022","Daniel","Carson","DL","Georgia Tech","Georgia Tech","2022-06-11T10:32:00.000Z","","3","Immediate"
"2022","Christian","Malloy","RB","Coastal Carolina","","2022-01-24T21:14:00.000Z","","3","Immediate"
"2022","Greg","Grate Jr","ATH","Middle Tennessee","","2022-02-07T16:24:00.000Z","0.82","3","Immediate"
"2022","Kyjuan","Herndon","ATH","Colorado State","Colorado State","2021-12-14T16:56:00.000Z","","3","Immediate"
"2022","Jack","Zergiotis","QB","Connecticut","Merrimack","2021-11-29T15:59:00.000Z","0.8","3","Immediate"
"2022","De'Rickey","Wright","LB","Vanderbilt","","2022-02-15T20:32:00.000Z","0.87","3","Immediate"
"2022","James","Graham","QB","Georgia Southern","","2021-08-30T17:48:00.000Z","","4","Immediate"
"2022","Robert","McWilliams","LB","Purdue","Purdue","2021-08-30T14:46:00.000Z","0.79","2","Immediate"
"2022","Malcolm","Terry","RB","Navy","","2021-08-27T18:05:00.000Z","","2","Immediate"
"2022","Marcus","Moore","DL","Louisiana Monroe","","2021-09-02T15:29:00.000Z","","3","Immediate"
"2022","James","Lewis","LB","New Mexico","","2021-08-27T16:29:00.000Z","","3","Immediate"
"2022","Christian","Galvan","RB","Drake","Drake","2021-11-01T20:26:00.000Z","","3","Immediate"
"2022","Chris","Cassidy","OT","North Texas","","2022-01-26T21:24:00.000Z","","3","Immediate"
"2022","Luke","Knox","LB","Ole Miss","Florida International","2022-03-25T12:13:00.000Z","","3","Immediate"
"2022","Charles","Brown","WR","Montana State","Texas State","2022-04-26T15:57:00.000Z","","","Immediate"
"2022","Ty","Lindenman","WR","Illinois","","2022-05-01T01:38:00.000Z","","","Immediate"
"2022","Kai-Leon","Herbert","OT","Miami","","2021-09-21T15:01:00.000Z","0.82","3","Immediate"
"2022","Re-al","Mitchell","QB","Temple","San Diego","2021-09-29T21:04:00.000Z","0.79","2","Immediate"
"2022","Keon","Voisin","CB","South Alabama","","2022-04-26T17:15:00.000Z","","2","Immediate"
"2022","Jackson","Bailey","LB","Arizona","Louisiana Monroe","2022-04-07T02:47:00.000Z","","3","Immediate"
"2022","Devon","Dickerson","S","Maryland","","2022-02-03T20:53:00.000Z","","","Immediate"
"2022","Julian","Nixon","TE","Tennessee","","2022-04-27T13:48:00.000Z","","4","Immediate"
"2022","Answer","Gaye","CB","Iowa State","","2022-01-06T16:05:00.000Z","","","Immediate"
"2022","Bryce","Goodner","IOL","Virginia Tech","Chattanooga","2022-04-29T14:20:00.000Z","","3","Immediate"
"2022","Cole","Hussung","K","Michigan","Louisville","2022-01-19T16:47:00.000Z","","","Immediate"
"2022","Montae","Maxwell","S","Georgia Southern","","2022-04-19T15:19:00.000Z","","3","Immediate"
"2022","Jacques","Wilson","CB","BYU","","2021-11-17T22:52:00.000Z","0.79","2","Immediate"
"2022","Kristian","Williams","DL","Oregon","","2022-05-03T23:59:00.000Z","0.87","3","Immediate"
"2022","Gavin","Blunt","WR","Akron","","2021-09-30T20:28:00.000Z","","2","Immediate"
"2022","K'Vaughan","Pope","LB","Ohio State","","2021-09-27T17:48:00.000Z","0.8","3","Immediate"
"2022","Michael","Turk","P","Arizona State","Oklahoma","2021-08-05T17:00:00.000Z","","","Immediate"
"2022","Weston","Reiman","IOL","Nebraska","","2021-09-21T16:57:00.000Z","","","Immediate"
"2022","Marcel","Lewis","LB","Central Michigan","","2021-09-24T17:05:00.000Z","","3","Immediate"
"2022","Kanan","Ray","IOL","Colorado","Tulane","2022-01-13T00:35:00.000Z","","","Immediate"
"2022","Ian","Kipp","QB","Kent State","","2022-02-22T18:27:00.000Z","","3","Immediate"
"2022","Noah","Potter","DL","Ohio State","Cincinnati","2022-05-16T21:08:00.000Z","","4","Immediate"
"2022","John","Brekke","IOL","Holy Cross","Miami (OH)","2022-01-17T21:05:00.000Z","0.83","3","Immediate"
"2022","John Wesley","Kennedy III","RB","Georgia Southern","","2022-06-20T21:18:00.000Z","","3","Immediate"
"2022","Naricuss","Driver","TE","Southern Mississippi","Grambling","2021-09-20T14:35:00.000Z","0.79","2","Immediate"
"2022","Ellison","Hubbard","DL","Colorado State","Sam Houston State","2021-09-29T15:55:00.000Z","0.82","3","Immediate"
"2022","Dontae","Lucas","IOL","Florida State","South Alabama","2021-09-16T13:50:00.000Z","0.83","3","Immediate"
"2022","Velltray","Jefferson","LB","Utah","Fresno State","2021-08-01T18:11:00.000Z","0.85","3","Immediate"
"2022","Nick","Manson","WR","Miami (OH)","","2021-10-26T17:15:00.000Z","0.79","2","Immediate"
"2022","Marcellus","Moore","RB","Purdue","","2021-10-06T20:06:00.000Z","","3","Immediate"
"2022","Devin","Brumfield","RB","Tulane","","2021-10-06T19:57:00.000Z","","3","Immediate"
"2022","Kyron","Cumby","RB","Texas Tech","","2021-10-14T20:24:00.000Z","0.79","2","Immediate"
"2022","Bryan","Robinson","WR","Florida State","Marshall","2021-10-11T13:50:00.000Z","0.81","3","Immediate"
"2022","Henry","Parrish","RB","Ole Miss","Miami","2022-01-13T23:20:00.000Z","0.89","3","Immediate"
"2022","Donald","Clea","S","Troy","","2021-09-22T12:00:00.000Z","","3","Immediate"
"2022","Ethan","Rinke","DL","South Alabama","","2022-01-15T00:57:00.000Z","","3","Immediate"
"2022","Justin","Isler","EDGE","Appalachian State","","2022-04-18T17:04:00.000Z","","3","Immediate"
"2022","Edward","Bautista","LB","North Texas","","2022-01-21T20:53:00.000Z","","2","Immediate"
"2022","Eli","Fields","OT","Florida Atlantic","","2021-11-12T19:14:00.000Z","0.79","2","Immediate"
"2022","Ayodele","Adeoye","LB","Texas","Sacramento State","2021-11-30T06:00:00.000Z","0.82","3","TBD"
"2022","Shamel","Lazarus","CB","Connecticut","","2021-08-30T20:40:00.000Z","","3","Immediate"
"2022","Andrew","Chatfield","EDGE","Florida","Oregon State","2021-08-31T12:39:00.000Z","","4","Immediate"
"2022","Darel","Middleton","DL","West Virginia","","2021-10-13T14:10:00.000Z","","3","Immediate"
"2022","David","Chapeau","P","Air Force","East Carolina","2021-08-02T01:06:00.000Z","0.73","2","Immediate"
"2022","Charles","Hicks","LB","Wyoming","Missouri","2021-08-23T22:55:00.000Z","0.79","2","Immediate"
"2022","Sterling","Miles","EDGE","Cincinnati","","2022-04-19T15:34:00.000Z","","3","Immediate"
"2022","Darius","Bracy","RB","Central Michigan","","2022-04-14T17:24:00.000Z","","2","Immediate"
"2022","Elijah","Eberhardt","CB","Bowling Green","","2022-04-27T13:51:00.000Z","","3","Immediate"
"2022","Evan","Lovell","OT","Rhode Island","Texas State","2021-12-02T17:58:00.000Z","0.83","3","Immediate"
"2022","Dru","Polidore","CB","Air Force","","2021-10-12T22:10:00.000Z","","3","Immediate"
"2022","Da'Shaun","Brown","WR","Indiana","","2021-10-19T15:52:00.000Z","0.79","2","Immediate"
"2022","Kerry","Martin","S","West Virginia","Akron","2021-10-13T14:09:00.000Z","0.82","3","Immediate"
"2022","Ben","Raybon","K","Northern Colorado","Mississippi State","2022-01-19T21:35:00.000Z","","","Immediate"
"2022","Brendon","Clark","QB","Notre Dame","Old Dominion","2021-10-19T20:30:00.000Z","0.8","3","Immediate"
"2022","Brian","Parish","OT","UMass","","2022-01-27T19:47:00.000Z","","2","Immediate"
"2022","Gayflor","Flomo","RB","Kansas","Concordia University","2022-04-15T00:23:00.000Z","","","Immediate"
"2022","Lacarea","Pleasant-Johnson","CB","Utah","","2022-02-01T23:05:00.000Z","","3","Immediate"
"2022","Jared","Verse","EDGE","Albany","Florida State","2021-11-30T16:14:00.000Z","0.93","4","Immediate"
"2022","Sherwin","King","S","Fresno State","","2022-04-25T14:20:00.000Z","","2","Immediate"
"2022","George","Johnson III","CB","Michigan","UMass","2022-01-06T15:04:00.000Z","0.85","3","Immediate"
"2022","Bryce","Miller","WR","South Florida","","2021-11-16T15:40:00.000Z","0.8","3","Immediate"
"2022","Tarique","Milton","WR","Iowa State","Texas","2021-11-29T22:44:00.000Z","0.85","3","Immediate"
"2022","Aaron","Dumas","RB","New Mexico","Washington","2022-01-06T21:14:00.000Z","0.9","4","Immediate"
"2022","Stacey","Marshall Jr.","TE","Arizona","Marshall","2021-11-29T21:29:00.000Z","","3","Immediate"
"2022","Carter","Bradley","QB","Toledo","South Alabama","2021-11-29T14:18:00.000Z","0.8","3","Immediate"
"2022","Keylin","Roach","CB","Marshall","","2021-09-30T16:41:00.000Z","","3","Immediate"
"2022","Devell","Washington","LB","West Virginia","","2021-10-26T19:10:00.000Z","0.84","3","Immediate"
"2022","Joe","Rondi","DL","Syracuse","","2021-11-29T12:56:00.000Z","0.79","2","Immediate"
"2022","Sidney","Walker","IOL","Connecticut","Buffalo","2021-12-01T18:40:00.000Z","0.81","3","Immediate"
"2022","Norval","Black","WR","Penn State","","2021-12-17T18:20:00.000Z","","3","Immediate"
"2022","Jaylon","Sharpe","LB","Charlotte","","2022-03-17T16:48:00.000Z","","3","Immediate"
"2022","Tayvion","Robinson","WR","Virginia Tech","Kentucky","2021-12-02T15:18:00.000Z","0.89","3","Immediate"
"2022","Cole","Brevard","DL","Penn State","Purdue","2022-04-25T12:55:00.000Z","","4","Immediate"
"2022","Caeleb","Washington","DL","UMass","Southern Illinois","2022-04-22T18:42:00.000Z","","2","Immediate"
"2022","Lucas","Coley","QB","Arkansas","Houston","2022-04-06T17:45:00.000Z","0.85","3","Immediate"
"2022","Jordan","Murray","TE","Missouri State","Hawai'i","2022-02-03T02:16:00.000Z","","","Immediate"
"2022","Diamonte","Tucker-Dorsey","LB","James Madison","Texas","2022-05-18T14:13:00.000Z","0.87","3","Immediate"
"2022","Morven","Joseph","LB","Tennessee","Florida Atlantic","2021-11-08T14:58:00.000Z","0.85","3","Immediate"
"2022","Caleb","Chapman","WR","Texas A&M","Oregon","2022-04-11T20:15:00.000Z","","4","Immediate"
"2022","Peyton","Thompson","QB","Oklahoma State","Central Oklahoma","2022-05-03T16:29:00.000Z","","3","Immediate"
"2022","O'Cyrus","Torrence","IOL","Louisiana","Florida","2022-01-01T00:13:00.000Z","0.92","4","Immediate"
"2022","Kyle","Toole","QB","Troy","Georgia Southern","2022-04-05T13:55:00.000Z","","3","Immediate"
"2022","Samson","Jackson","OT","Ohio","","2021-12-20T20:54:00.000Z","","2","Immediate"
"2022","Eddie","Smith","S","Illinois","Arkansas State","2021-11-29T22:19:00.000Z","0.82","3","Immediate"
"2022","Kadyn","Roach","RB","Louisiana Monroe","Southern Arkansas","2021-12-13T19:24:00.000Z","0.79","2","Immediate"
"2022","Joshua","Pakola","EDGE","Stanford","Fresno State","2022-02-16T06:00:00.000Z","0.87","3","TBD"
"2022","Emmanuel","White","DL","Charlotte","","2022-02-18T15:49:00.000Z","","3","Immediate"
"2022","Gregory","Clayton","WR","UT San Antonio","","2021-12-28T00:09:00.000Z","","3","Immediate"
"2022","Cornelius","McCoy","WR","Georgia State","Eastern Kentucky","2022-01-06T00:57:00.000Z","","3","Immediate"
"2022","Jaylen","Johnson","WR","Georgia","East Carolina","2022-01-11T17:28:00.000Z","","","Immediate"
"2022","Jordan","Jusevitch","S","Indiana","Indiana State","2022-01-13T22:04:00.000Z","","3","Immediate"
"2022","Deangelo","Gibbs","WR","Tennessee","","2022-05-20T14:22:00.000Z","0.87","3","Immediate"
"2022","Jermayne","Lole","DL","Arizona State","Louisville","2022-05-01T20:42:00.000Z","0.91","4","Immediate"
"2022","Billy","Edwards","QB","Wake Forest","Maryland","2022-04-29T18:58:00.000Z","","3","Immediate"
"2022","Christopher","Houston","RB","Charlotte","","2022-04-05T13:44:00.000Z","","","Immediate"
"2022","Jaret","Frantz","WR","Ball State","Toledo","2022-04-20T20:22:00.000Z","","3","Immediate"
"2022","Cole","Joyce","LB","UCF","","2022-04-19T19:38:00.000Z","","3","Immediate"
"2022","Jakari","Robinson","IOL","Memphis","","2021-11-22T16:47:00.000Z","0.8","3","Immediate"
"2022","Justin","Lynch","QB","Temple","Northern Illinois","2021-12-04T04:03:00.000Z","","3","PendingAppeal"
"2022","VanDarius","Cowan","LB","West Virginia","Maryland","2021-11-30T16:24:00.000Z","0.82","3","Immediate"
"2022","Trenton","Gillison","TE","Michigan State","","2021-12-10T20:02:00.000Z","","4","Immediate"
"2022","Lucas","Johnson","QB","San Diego State","","2021-12-28T22:38:00.000Z","","3","Immediate"
"2022","Chase","Lasater","EDGE","Florida Atlantic","Eastern Kentucky","2021-11-30T18:37:00.000Z","0.83","3","Immediate"
"2022","Jaylan","Jeffers","OT","Oregon","UCLA","2022-04-08T20:14:00.000Z","0.86","3","Immediate"
"2022","Jaylen","Larry","IOL","UMass","","2021-09-09T16:40:00.000Z","","2","Immediate"
"2022","CJ","Boone","WR","New Mexico","","2022-01-16T15:34:00.000Z","0.85","3","Immediate"
"2022","AJ","Mayer","QB","Miami (OH)","","2022-01-26T14:07:00.000Z","0.81","3","Immediate"
"2022","Luke","Felix-Fualalo","OT","Utah","Hawai'i","2022-04-07T22:21:00.000Z","","3","Immediate"
"2022","Cole","DeMarzo","LB","Michigan State","Wyoming","2021-12-20T20:39:00.000Z","","3","Immediate"
"2022","Ky","Thomas","RB","Minnesota","Kansas","2022-01-03T15:17:00.000Z","0.88","3","Immediate"
"2022","Uriah","Greene","IOL","South Florida","","2022-04-18T13:29:00.000Z","","3","Immediate"
"2022","Jalen","Williams","DL","Arkansas","Southern Mississippi","2022-01-07T16:34:00.000Z","0.84","3","Immediate"
"2022","Morgan","Moore","OT","Texas State","","2021-12-03T20:53:00.000Z","0.79","2","Immediate"
"2022","Jacardia","Wright","RB","Kansas State","Missouri State","2021-11-30T15:50:00.000Z","0.8","3","Immediate"
"2022","Elelyon","Noa","RB","Utah State","","2022-01-27T20:26:00.000Z","0.87","3","Immediate"
"2022","Daniel","George","WR","Penn State","Akron","2022-01-21T20:53:00.000Z","","4","Immediate"
"2022","Darrion","Henry-Young","DL","Ohio State","Kentucky","2021-12-20T16:32:00.000Z","0.89","3","Immediate"
"2022","Cam","Dillon","ILB","Columbia","Duke","2021-12-10T20:53:00.000Z","0.83","3","Immediate"
"2022","Nolan","Rumler","IOL","Michigan","Kent State","2021-12-15T15:09:00.000Z","0.8","3","Immediate"
"2022","LaMarque","Davis","CB","Southern Mississippi","","2021-10-26T17:23:00.000Z","0.76","2","Immediate"
"2022","Conner","Lewis","S","Arizona State","","2021-10-23T03:45:00.000Z","0.75","2","Immediate"
"2022","Sean","Chambers","QB","Wyoming","Montana State","2022-01-09T19:39:00.000Z","","3","Immediate"
"2022","Ezrah","Archie","WR","Monmouth","Georgia Southern","2021-12-21T21:30:00.000Z","","","Immediate"
"2022","Jarren","Williams","QB","South Florida","Alabama A&M","2021-11-10T21:28:00.000Z","0.8","3","Immediate"
"2022","Jaquan","Amos","S","Iowa State","Ball State","2021-11-30T22:43:00.000Z","","2","Immediate"
"2022","Aaron","Brule","LB","Mississippi State","Michigan State","2021-12-02T21:04:00.000Z","0.89","3","Immediate"
"2022","Jeremiah","McClendon","S","Marshall","","2021-10-28T16:18:00.000Z","0.79","2","Immediate"
"2022","Jonny","Fanaika","EDGE","Utah","","2022-05-02T15:54:00.000Z","","3","Immediate"
"2022","Eddie","Schott","PRO","Ball State","Butler","2022-01-13T19:25:00.000Z","","3","Immediate"
"2022","Cody","Shear","IOL","Syracuse","","2021-08-27T16:31:00.000Z","","3","Immediate"
"2022","John David","White","WR","Arkansas","Central Arkansas","2022-01-14T18:41:00.000Z","","","Immediate"
"2022","Bryce","Sheppert","S","Notre Dame College","","2022-04-22T03:09:00.000Z","","","Immediate"
"2022","Daniel","Grzesiak","EDGE","Nevada","","2021-12-29T14:31:00.000Z","","","Immediate"
"2022","Ryan","Jacoby","OT","Ohio State","Pittsburgh","2021-08-09T17:45:00.000Z","0.83","3","Immediate"
"2022","Braxton","Burmeister","QB","Virginia Tech","San Diego State","2022-01-17T14:48:00.000Z","0.87","3","Immediate"
"2022","De'Arre","McDonald","CB","Cincinnati","Middle Tennessee","2022-03-04T20:42:00.000Z","","3","Immediate"
"2022","Jam","Griffin","RB","Georgia Tech","Oregon State","2022-02-21T20:34:00.000Z","0.86","3","Immediate"
"2022","Conner","Maynard","P","Miami (OH)","Appalachian State","2022-01-05T23:51:00.000Z","","","Immediate"
"2022","Rory","Hanson","TE","Fresno State","","2022-03-17T18:24:00.000Z","","3","Immediate"
"2022","Olasunkonmi","Agunloye","DL","Virginia","Virginia","2021-12-14T09:15:00.000Z","","3","Immediate"
"2022","J.J.","Pegues","TE","Auburn","Ole Miss","2022-01-17T23:01:00.000Z","0.91","4","Immediate"
"2022","Jahleel","Billingsley","TE","Alabama","Texas","2022-01-11T22:04:00.000Z","0.93","4","Immediate"
"2022","Tyler","Days","CB","Boston College","","2022-02-03T16:15:00.000Z","","3","Immediate"
"2022","Olivier","Charles-Pierre","DL","Houston","","2021-09-29T13:15:00.000Z","0.79","2","Immediate"
"2022","Ben","Labrosse","S","Syracuse","","2021-12-14T18:22:00.000Z","","3","Immediate"
"2022","Rashad","Ajayi","CB","Colorado State","West Virginia","2022-04-29T14:45:00.000Z","","3","Immediate"
"2022","Anthony","Watts","DL","Purdue","Marshall","2021-11-17T20:39:00.000Z","0.84","3","Immediate"
"2022","Kai","Arneson","OT","Oregon","Nevada","2022-01-06T23:53:00.000Z","","","Immediate"
"2022","John Paul","Flores","OT","Dartmouth","Virginia","2021-10-07T11:41:00.000Z","0.87","3","Immediate"
"2022","Keilon","Brown","QB","Memphis","Georgia State","2021-10-20T15:59:00.000Z","0.79","2","Immediate"
"2022","C.J.","Person","DL","Indiana","South Alabama","2021-11-23T23:12:00.000Z","0.82","3","Immediate"
"2022","Carter","Carlson","EDGE","Washington State","","2022-03-30T18:24:00.000Z","","","Immediate"
"2022","Kevaris","Hall","CB","Tulane","SMU","2022-04-28T17:30:00.000Z","0.86","3","Immediate"
"2022","Aapri","Washington","CB","Buffalo","East Carolina","2022-03-30T13:44:00.000Z","","3","Immediate"
"2022","Emmanuel","Flowers","S","Michigan State","","2021-11-29T13:13:00.000Z","0.8","3","Immediate"
"2022","Dreshun","Miller","CB","Auburn","NC State","2022-01-05T14:47:00.000Z","0.86","3","Immediate"
"2022","Isaac","Smith","WR","Wisconsin","","2022-02-08T18:57:00.000Z","0.83","3","Immediate"
"2022","Nate","Harris","S","LSU","","2021-10-29T15:56:00.000Z","","","Immediate"
