,Unnamed: 0,Season,PlayerId,Player,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR,TeamId,Division,ExpectedWins,Total Games,Total Wins,Total Losses,Total Ties,ConferenceGames Games,ConferenceGames Wins,ConferenceGames Losses,ConferenceGames Ties,HomeGames Games,HomeGames Wins,HomeGames Losses,HomeGames Ties,AwayGames Games,AwayGames Wins,AwayGames Losses,AwayGames Ties,Team firstDowns,Team fourthDownConversions,Team fourthDowns,Team fumblesLost,Team fumblesRecovered,Team games,Team interceptionTDs,Team interceptionYards,Team interceptions,Team kickReturnTDs,Team kickReturnYards,Team kickReturns,Team netPassingYards,Team passAttempts,Team passCompletions,Team passesIntercepted,Team passingTDs,Team penalties,Team penaltyYards,Team possessionTime,Team puntReturnTDs,Team puntReturnYards,Team puntReturns,Team rushingAttempts,Team rushingTDs,Team rushingYards,Team sacks,Team tacklesForLoss,Team thirdDownConversions,Team thirdDowns,Team totalYards,Team turnovers,Stars,Transfer_Portal,Weight,Height,Jersey,Year,Home City,Home State,Home Country,Home Latitude,Home Longitude,Home County Fips,Recruit Ids
545,545,2023,4428091,Eric Najarian,QB,Maryland,Big Ten,0.0948,0.152,0.0224,0.0775,0.082,0.152,0.077,0.129,23.0,,7.0,12.0,,,,0.0,,11.0,,,0.522,,,,,,,,2.0,,,,,216.0,9.5,-0.3,,,120.0,East,2.3,5,2,3,0,5,2,3,0,2,1,1,0,3,1,2,0,90,1,1,2,2,5,0,0,9,0,251,16,1291,157,96,2,9,44,395,7296,0,5,2,148,5,715,13,33,25,66,2006,11,,No,,,,,,,,,,,
546,546,2023,4428106,Gabe Newburg,DE,Michigan,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,3.0,,0.0,0.0,3.0,,,,,,,,130.0,East,2.2,6,2,4,0,6,2,4,0,3,0,3,0,3,2,1,0,116,4,9,2,1,6,0,18,4,1,514,22,1502,213,123,1,9,35,345,9185,0,47,7,172,12,787,9,20,27,75,2289,6,,No,,,,,,,,,,,
547,547,2023,4428113,Quinton Newsome,DB,Nebraska,Big Ten,,,,,,,,,,,,,,,,,,10.0,,,,0.0,,0.0,1.0,0.0,9.0,,0.0,0.0,11.0,,,10.0,,,,10.0,158.0,West,3.5,8,3,5,0,8,3,5,0,3,1,2,0,5,2,3,0,170,8,13,9,2,8,0,102,9,0,274,15,1504,228,155,5,5,54,485,13642,0,120,9,334,15,1611,13,53,37,103,3115,18,,No,,,,,,,,,,,
548,548,2023,4428131,Sio Nofoagatoto'a,DL,Indiana,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,6.0,,0.0,1.0,13.0,,,,,,,,84.0,East,4.4,8,6,2,0,7,6,1,0,3,3,0,0,4,3,1,0,161,8,14,6,3,8,0,268,5,0,105,6,2011,291,167,17,16,34,357,14818,0,72,10,274,12,875,25,47,44,114,2886,11,,No,,,,,,,,,,,
549,549,2023,4428186,Alex Padilla,QB,Iowa,Big Ten,0.0074,0.0078,0.007,0.0041,0.0,0.019,0.022,0.0,2.0,,2.0,1.0,,,,0.0,,6.0,,,0.5,,,,,,,,0.0,,,,,19.0,6.0,3.5,,,2294.0,West,6.3,8,6,2,0,8,6,2,0,4,3,1,0,4,3,1,0,159,6,9,4,7,8,2,233,5,0,216,12,1581,248,141,11,9,38,317,14044,1,223,23,296,18,1369,22,51,36,107,2950,9,,No,,,,,,,,,,,
550,550,2023,4428207,Jude Pedrozo,LS,Michigan State,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,,,,,,,127.0,East,2.6,7,2,5,0,7,2,5,0,4,1,3,0,3,1,2,0,113,5,12,8,5,7,0,107,12,0,370,19,1672,243,132,5,11,48,456,11440,0,32,4,238,2,645,12,43,37,113,2317,20,,No,,,,,,,,,,,
551,551,2023,4428229,C.J. Person,DL,Indiana,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,5.0,,0.0,0.5,8.0,,,,,,,,84.0,East,4.4,8,6,2,0,7,6,1,0,3,3,0,0,4,3,1,0,161,8,14,6,3,8,0,268,5,0,105,6,2011,291,167,17,16,34,357,14818,0,72,10,274,12,875,25,47,44,114,2886,11,,No,,,,,,,,,,,
552,552,2023,4428263,Treyson Potts,RB,Minnesota,Big Ten,0.0545,0.0363,0.0669,0.0639,0.044,0.046,0.036,0.061,,25.0,19.0,,,,,,,71.0,,1.0,,,,,4.0,,,,1.0,,,,,166.0,,6.4,,5.0,135.0,West,3.3,7,3,4,0,7,3,4,0,3,1,2,0,4,2,2,0,151,7,13,2,2,7,0,30,5,0,248,14,1394,184,107,4,7,32,288,14263,0,21,6,298,19,1350,8,15,41,86,2744,7,,No,,,,,,,,,,,
553,553,2023,4428328,Deonte Banks,DB,Maryland,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,10.0,,0.0,0.0,11.0,,,,,,,,120.0,East,2.3,5,2,3,0,5,2,3,0,2,1,1,0,3,1,2,0,90,1,1,2,2,5,0,0,9,0,251,16,1291,157,96,2,9,44,395,7296,0,5,2,148,5,715,13,33,25,66,2006,11,,No,,,,,,,,,,,
554,554,2023,4428372,Tarique Barnes,LB,Illinois,Big Ten,,,,,,,,,,0.0,,,,,0.0,1.0,,,0.0,,,0.0,,0.0,2.0,1.0,12.0,,1.0,1.5,24.0,,,0.0,,,,,356.0,West,2.3,8,2,6,0,8,2,6,0,3,0,3,0,5,2,3,0,144,7,15,5,8,8,0,61,4,0,400,24,1223,194,91,7,10,39,401,12983,0,32,4,325,9,1559,18,45,43,114,2782,9,,No,,,,,,,,,,,
555,555,2023,4428396,Hayden Rucci,TE,Wisconsin,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,275.0,West,4.8,7,4,3,0,6,3,3,0,3,2,1,0,3,1,2,0,137,5,12,5,4,7,0,217,7,0,251,11,1267,202,124,8,10,36,296,15263,0,30,11,293,13,1152,11,36,38,100,2419,12,,No,,,,,,,,,,,
556,556,2023,4428398,Tyler Rudolph,S,Penn State,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,213.0,East,5.3,9,4,5,0,9,4,5,0,5,2,3,0,4,2,2,0,223,11,22,8,5,9,0,18,9,0,290,18,2298,306,184,4,17,39,335,18169,1,197,8,402,15,1569,21,59,56,133,3867,17,,No,,,,,,,,,,,
557,557,2023,4428414,Mike Sainristil,DB,Michigan,Big Ten,,,,,,,,,,2.0,,,,,1.0,,,25.0,1.0,1.0,,,,,7.0,,,,2.0,,,,,84.0,,,,11.7,130.0,East,2.2,6,2,4,0,6,2,4,0,3,0,3,0,3,2,1,0,116,4,9,2,1,6,0,18,4,1,514,22,1502,213,123,1,9,35,345,9185,0,47,7,172,12,787,9,20,27,75,2289,6,,No,,,,,,,,,,,
558,558,2023,4428435,Khali Saunders,LB,Purdue,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,2.0,,0.0,0.0,2.0,,,,,,,,2509.0,West,1.2,6,2,4,0,6,2,4,0,4,1,3,0,2,1,1,0,136,6,11,3,4,6,0,21,4,0,401,20,1854,261,176,3,15,42,360,9961,0,16,3,150,4,488,5,33,30,80,2342,7,,No,,,,,,,,,,,
559,559,2023,4428471,Bryson Shaw,S,Ohio State,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,,,,,,,194.0,East,6.9,8,7,1,0,6,6,0,0,3,3,0,0,2,2,0,0,200,5,9,3,11,8,2,105,6,0,93,7,2100,225,158,7,22,49,437,15442,0,62,10,344,19,2050,21,46,52,106,4150,9,,No,,,,,,,,,,,
560,560,2023,4428544,Garrett Snodgrass,LB,Nebraska,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,5.0,,,,,,,,158.0,West,3.5,8,3,5,0,8,3,5,0,3,1,2,0,5,2,3,0,170,8,13,9,2,8,0,102,9,0,274,15,1504,228,155,5,5,54,485,13642,0,120,9,334,15,1611,13,53,37,103,3115,18,,No,,,,,,,,,,,
561,561,2023,4428758,Smith Vilbert,DE,Penn State,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,,,,,,,213.0,East,5.3,9,4,5,0,9,4,5,0,5,2,3,0,4,2,2,0,223,11,22,8,5,9,0,18,9,0,290,18,2298,306,184,4,17,39,335,18169,1,197,8,402,15,1569,21,59,56,133,3867,17,,No,,,,,,,,,,,
562,562,2023,4428796,Casey Washington,WR,Illinois,Big Ten,0.0312,0.0777,0.0,0.0135,0.056,0.035,0.017,0.06,,,,,,,,,,20.0,,,,,,,10.0,,,,0.0,,,,,106.0,,,,10.6,356.0,West,2.3,8,2,6,0,8,2,6,0,3,0,3,0,5,2,3,0,144,7,15,5,8,8,0,61,4,0,400,24,1223,194,91,7,10,39,401,12983,0,32,4,325,9,1559,18,45,43,114,2782,9,3.0,Yes,,,,,,,,,,,
563,563,2023,4428858,Cam Wiley,RB,Minnesota,Big Ten,0.0713,0.0259,0.1021,0.0822,0.082,0.034,0.058,0.061,,16.0,29.0,,,,1.0,,,102.0,0.0,11.0,,,,,4.0,,,,2.0,,,,,381.0,,6.2,,6.5,135.0,West,3.3,7,3,4,0,7,3,4,0,3,1,2,0,4,2,2,0,151,7,13,2,2,7,0,30,5,0,248,14,1394,184,107,4,7,32,288,14263,0,21,6,298,19,1350,8,15,41,86,2744,7,,No,,,,,,,,,,,
564,564,2023,4428962,Craig Young,LB,Ohio State,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,4.0,,0.0,0.0,4.0,,,,,,,,194.0,East,6.9,8,7,1,0,6,6,0,0,3,3,0,0,2,2,0,0,200,5,9,3,11,8,2,105,6,0,93,7,2100,225,158,7,22,49,437,15442,0,62,10,344,19,2050,21,46,52,106,4150,9,,No,,,,,,,,,,,
565,565,2023,4429006,Rakim Jarrett,WR,Maryland,Big Ten,0.0654,0.1111,0.0075,0.0352,0.052,0.152,0.077,0.099,,19.0,1.0,,,,,,,86.0,,1.0,,,,,17.0,,,,2.0,,,,,276.0,,5.0,,14.8,120.0,East,2.3,5,2,3,0,5,2,3,0,2,1,1,0,3,1,2,0,90,1,1,2,2,5,0,0,9,0,251,16,1291,157,96,2,9,44,395,7296,0,5,2,148,5,715,13,33,25,66,2006,11,,No,,,,,,,,,,,
566,566,2023,4429053,A.J. Henning,WR,Michigan,Big Ten,0.0235,0.0274,0.0183,0.0227,0.04,0.0,0.0,0.038,,,3.0,,,,,,,37.0,,,,0.0,,0.0,6.0,0.0,1.0,,0.0,0.0,1.0,,,74.0,,5.0,,9.8,130.0,East,2.2,6,2,4,0,6,2,4,0,3,0,3,0,3,2,1,0,116,4,9,2,1,6,0,18,4,1,514,22,1502,213,123,1,9,35,345,9185,0,47,7,172,12,787,9,20,27,75,2289,6,,No,,,,,,,,,,,
567,567,2023,4429058,Jaylen Harrell,DE,Michigan,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,2.0,,,,,,,,130.0,East,2.2,6,2,4,0,6,2,4,0,3,0,3,0,3,2,1,0,116,4,9,2,1,6,0,18,4,1,514,22,1502,213,123,1,9,35,345,9185,0,47,7,172,12,787,9,20,27,75,2289,6,,No,,,,,,,,,,,
568,568,2023,4429071,Cody Simon,LB,Ohio State,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,3.0,,0.0,0.0,4.0,,,,,,,,194.0,East,6.9,8,7,1,0,6,6,0,0,3,3,0,0,2,2,0,0,200,5,9,3,11,8,2,105,6,0,93,7,2100,225,158,7,22,49,437,15442,0,62,10,344,19,2050,21,46,52,106,4150,9,,No,,,,,,,,,,,
569,569,2023,4429076,Coziah Izzard,DT,Penn State,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,213.0,East,5.3,9,4,5,0,9,4,5,0,5,2,3,0,4,2,2,0,223,11,22,8,5,9,0,18,9,0,290,18,2298,306,184,4,17,39,335,18169,1,197,8,402,15,1569,21,59,56,133,3867,17,,No,,,,,,,,,,,
570,570,2023,4429077,Keyvone Lee,RB,Penn State,Big Ten,0.1477,0.045,0.2399,0.1768,0.155,0.076,0.201,0.063,,6.0,89.0,,,,,,,51.0,,1.0,,,,,12.0,,,,4.0,,,,,510.0,,4.9,,5.5,213.0,East,5.3,9,4,5,0,9,4,5,0,5,2,3,0,4,2,2,0,223,11,22,8,5,9,0,18,9,0,290,18,2298,306,184,4,17,39,335,18169,1,197,8,402,15,1569,21,59,56,133,3867,17,,No,,,,,,,,,,,
571,571,2023,4429096,Blake Corum,RB,Michigan,Big Ten,0.0862,0.032,0.1585,0.125,0.072,0.027,0.074,0.046,,15.7,26.0,,,,2.0,,,71.0,0.0,7.0,,0.0,,0.0,5.0,0.0,1.0,,2.0,0.0,1.0,,,241.0,,2.8,,14.6,130.0,East,2.2,6,2,4,0,6,2,4,0,3,0,3,0,3,2,1,0,116,4,9,2,1,6,0,18,4,1,514,22,1502,213,123,1,9,35,345,9185,0,47,7,172,12,787,9,20,27,75,2289,6,,No,,,,,,,,,,,
572,572,2023,4429097,Curtis Jacobs,LB,Penn State,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,6.0,,0.0,0.5,9.0,,,,,,,,213.0,East,5.3,9,4,5,0,9,4,5,0,5,2,3,0,4,2,2,0,223,11,22,8,5,9,0,18,9,0,290,18,2298,306,184,4,17,39,335,18169,1,197,8,402,15,1569,21,59,56,133,3867,17,,No,,,,,,,,,,,
573,573,2023,4429110,Lathan Ransom,S,Ohio State,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,5.0,,0.0,0.0,5.0,,,,,,,,194.0,East,6.9,8,7,1,0,6,6,0,0,3,3,0,0,2,2,0,0,200,5,9,3,11,8,2,105,6,0,93,7,2100,225,158,7,22,49,437,15442,0,62,10,344,19,2050,21,46,52,106,4150,9,,No,,,,,,,,,,,
574,574,2023,4429116,James Frenchie Jr.,WR,Illinois,Big Ten,,,,,,,,,,8.0,,,,,,,,8.0,,1.0,,,,,,,,,0.0,,,,,8.0,,,,,356.0,West,2.3,8,2,6,0,8,2,6,0,3,0,3,0,5,2,3,0,144,7,15,5,8,8,0,61,4,0,400,24,1223,194,91,7,10,39,401,12983,0,32,4,325,9,1559,18,45,43,114,2782,9,,No,,,,,,,,,,,
575,575,2023,4429121,Kalel Mullings,RB,Michigan,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,130.0,East,2.2,6,2,4,0,6,2,4,0,3,0,3,0,3,2,1,0,116,4,9,2,1,6,0,18,4,1,514,22,1502,213,123,1,9,35,345,9185,0,47,7,172,12,787,9,20,27,75,2289,6,,No,,,,,,,,,,,
576,576,2023,4429139,Makari Paige,DB,Michigan,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,3.0,,0.0,0.0,6.0,,,,,,,,130.0,East,2.2,6,2,4,0,6,2,4,0,3,0,3,0,3,2,1,0,116,4,9,2,1,6,0,18,4,1,514,22,1502,213,123,1,9,35,345,9185,0,47,7,172,12,787,9,20,27,75,2289,6,,No,,,,,,,,,,,
577,577,2023,4429148,Theo Johnson,TE,Penn State,Big Ten,0.0071,0.015,0.0,0.0096,0.008,0.0,0.0,0.01,,,,,,,,,,23.0,,,,0.0,,0.0,4.0,0.0,0.0,,0.0,0.0,1.0,,,56.0,,,,14.0,213.0,East,5.3,9,4,5,0,9,4,5,0,5,2,3,0,4,2,2,0,223,11,22,8,5,9,0,18,9,0,290,18,2298,306,184,4,17,39,335,18169,1,197,8,402,15,1569,21,59,56,133,3867,17,,No,,,,,,,,,,,
578,578,2023,4429164,Nick Herbig,LB,Wisconsin,Big Ten,,,,,,,,,,,,,,,0.0,,,,0.0,,,1.0,,2.0,1.0,1.0,23.0,,0.0,6.0,26.0,,,,,,,,275.0,West,4.8,7,4,3,0,6,3,3,0,3,2,1,0,3,1,2,0,137,5,12,5,4,7,0,217,7,0,251,11,1267,202,124,8,10,36,296,15263,0,30,11,293,13,1152,11,36,38,100,2419,12,,No,,,,,,,,,,,
579,579,2023,4429176,Jordan Butler,DL,Northwestern,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,1.5,4.0,,,,,,,,77.0,West,6.1,9,7,2,0,8,6,2,0,4,4,0,0,3,2,1,0,183,18,26,6,5,9,0,17,8,0,235,10,1790,283,173,14,12,45,364,16906,0,66,10,391,16,1476,14,55,59,148,3266,14,,No,,,,,,,,,,,
580,580,2023,4429243,Tim Baldwin Jr.,RB,Indiana,Big Ten,0.0394,0.0,0.0843,0.0494,0.042,0.018,0.045,0.021,,,22.0,,,,,,,26.0,,,,,,,,,,,0.0,,,,,141.0,,6.4,,,84.0,East,4.4,8,6,2,0,7,6,1,0,3,3,0,0,4,3,1,0,161,8,14,6,3,8,0,268,5,0,105,6,2011,291,167,17,16,34,357,14818,0,72,10,274,12,875,25,47,44,114,2886,11,,No,,,,,,,,,,,
581,581,2023,4429287,Peny Boone,RB,Maryland,Big Ten,0.0621,0.0117,0.1269,0.0775,0.062,0.03,0.062,0.05,,,17.0,,,,1.0,,,30.0,1.0,,,,,,2.0,,,,0.0,,,,,100.0,,4.6,,10.5,120.0,East,2.3,5,2,3,0,5,2,3,0,2,1,1,0,3,1,2,0,90,1,1,2,2,5,0,0,9,0,251,16,1291,157,96,2,9,44,395,7296,0,5,2,148,5,715,13,33,25,66,2006,11,,No,,,,,,,,,,,
582,582,2023,4429290,Reggie Bracy,S,Iowa,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,3.0,,0.0,0.0,4.0,,,,,,,,2294.0,West,6.3,8,6,2,0,8,6,2,0,4,3,1,0,4,3,1,0,159,6,9,4,7,8,2,233,5,0,216,12,1581,248,141,11,9,38,317,14044,1,223,23,296,18,1369,22,51,36,107,2950,9,,No,,,,,,,,,,,
583,583,2023,4429291,Beau Brade,DB,Maryland,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,2.0,,0.0,0.0,3.0,,,,,,,,120.0,East,2.3,5,2,3,0,5,2,3,0,2,1,1,0,3,1,2,0,90,1,1,2,2,5,0,0,9,0,251,16,1291,157,96,2,9,44,395,7296,0,5,2,148,5,715,13,33,25,66,2006,11,,No,,,,,,,,,,,
584,584,2023,4429381,Trill Carter,DL,Minnesota,Big Ten,,,,,,,,,,21.0,,,,,,1.0,,,,,,0.0,,0.0,,1.5,7.0,,0.0,1.5,16.0,,,21.0,,,,,135.0,West,3.3,7,3,4,0,7,3,4,0,3,1,2,0,4,2,2,0,151,7,13,2,2,7,0,30,5,0,248,14,1394,184,107,4,7,32,288,14263,0,21,6,298,19,1350,8,15,41,86,2744,7,,No,,,,,,,,,,,
585,585,2023,4429436,Seth Coleman,LB,Illinois,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,8.0,,0.0,3.5,13.0,,,,,,,,356.0,West,2.3,8,2,6,0,8,2,6,0,3,0,3,0,5,2,3,0,144,7,15,5,8,8,0,61,4,0,400,24,1223,194,91,7,10,39,401,12983,0,32,4,325,9,1559,18,45,43,114,2782,9,,No,,,,,,,,,,,
586,586,2023,4429481,Marcus Crowley,RB,Ohio State,Big Ten,0.0142,0.0083,0.0188,0.015,0.011,0.019,0.0,0.025,,,6.0,,,,,,,8.0,,,,0.0,,0.0,1.0,0.0,2.0,,0.0,0.0,2.0,,,18.0,,2.3,,4.0,194.0,East,6.9,8,7,1,0,6,6,0,0,3,3,0,0,2,2,0,0,200,5,9,3,11,8,2,105,6,0,93,7,2100,225,158,7,22,49,437,15442,0,62,10,344,19,2050,21,46,52,106,4150,9,,No,,,,,,,,,,,
587,587,2023,4429527,King Doerue,RB,Purdue,Big Ten,0.0462,0.0073,0.1232,0.0484,0.06,0.013,0.086,0.008,,,16.0,,,,,,,36.0,,,,,,,1.0,,,,1.0,,,,,87.0,,4.2,,20.0,2509.0,West,1.2,6,2,4,0,6,2,4,0,4,1,3,0,2,1,1,0,136,6,11,3,4,6,0,21,4,0,401,20,1854,261,176,3,15,42,360,9961,0,16,3,150,4,488,5,33,30,80,2342,7,,No,,,,,,,,,,,
588,588,2023,4429565,Keaton Ellis,S,Penn State,Big Ten,,,,,,,,,,0.0,,,,,,1.0,,,,,,2.0,,0.0,,0.0,7.0,,0.0,1.0,12.0,,,0.0,,,,,213.0,East,5.3,9,4,5,0,9,4,5,0,5,2,3,0,4,2,2,0,223,11,22,8,5,9,0,18,9,0,290,18,2298,306,184,4,17,39,335,18169,1,197,8,402,15,1569,21,59,56,133,3867,17,,No,,,,,,,,,,,
589,589,2023,4429579,Flip Dixon,DB,Minnesota,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,5.0,,0.0,0.0,5.0,,,,,,,,135.0,West,3.3,7,3,4,0,7,3,4,0,3,1,2,0,4,2,2,0,151,7,13,2,2,7,0,30,5,0,248,14,1394,184,107,4,7,32,288,14263,0,21,6,298,19,1350,8,15,41,86,2744,7,,No,,,,,,,,,,,
590,590,2023,4429647,Bryce Gallagher,LB,Northwestern,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,3.0,,0.0,0.0,3.0,,,,,,,,77.0,West,6.1,9,7,2,0,8,6,2,0,4,4,0,0,3,2,1,0,183,18,26,6,5,9,0,17,8,0,235,10,1790,283,173,14,12,45,364,16906,0,66,10,391,16,1476,14,55,59,148,3266,14,,No,,,,,,,,,,,
591,591,2023,4429676,Tyler Goodson,RB,Iowa,Big Ten,0.2981,0.0742,0.5,0.3577,0.287,0.206,0.259,0.23,,,143.0,,,,1.0,,,120.0,1.0,,,,,,15.0,,,,7.0,,,,,914.0,,5.3,,10.1,2294.0,West,6.3,8,6,2,0,8,6,2,0,4,3,1,0,4,3,1,0,159,6,9,4,7,8,2,233,5,0,216,12,1581,248,141,11,9,38,317,14044,1,223,23,296,18,1369,22,51,36,107,2950,9,,No,,,,,,,,,,,
592,592,2023,4429679,DJ Gordon IV,LB,Minnesota,Big Ten,,,,,,,,,,4.0,,,,,,1.0,,,,,,0.0,,0.0,,0.0,8.0,,0.0,1.0,16.0,,,4.0,,,,,135.0,West,3.3,7,3,4,0,7,3,4,0,3,1,2,0,4,2,2,0,151,7,13,2,2,7,0,30,5,0,248,14,1394,184,107,4,7,32,288,14263,0,21,6,298,19,1350,8,15,41,86,2744,7,,No,,,,,,,,,,,
593,593,2023,4429743,Daequan Hardy,CB,Penn State,Big Ten,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,8.0,,0.0,1.0,10.0,,,,,,,,213.0,East,5.3,9,4,5,0,9,4,5,0,5,2,3,0,4,2,2,0,223,11,22,8,5,9,0,18,9,0,290,18,2298,306,184,4,17,39,335,18169,1,197,8,402,15,1569,21,59,56,133,3867,17,,No,,,,,,,,,,,
594,594,2023,4429797,Isaac Gifford,DB,Nebraska,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,2.0,,0.0,0.0,4.0,,,,,,,,158.0,West,3.5,8,3,5,0,8,3,5,0,3,1,2,0,5,2,3,0,170,8,13,9,2,8,0,102,9,0,274,15,1504,228,155,5,5,54,485,13642,0,120,9,334,15,1611,13,53,37,103,3115,18,,No,,,,,,,,,,,
595,595,2023,4429849,Deshawn Holt,LB,Maryland,Big Ten,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,0.0,5.0,,0.0,1.0,8.0,,,,,,,,120.0,East,2.3,5,2,3,0,5,2,3,0,2,1,1,0,3,1,2,0,90,1,1,2,2,5,0,0,9,0,251,16,1291,157,96,2,9,44,395,7296,0,5,2,148,5,715,13,33,25,66,2006,11,,No,,,,,,,,,,,
596,596,2023,4429881,Zukudo Igwenagu,DE,Rutgers,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,164.0,East,2.0,9,3,6,0,9,3,6,0,5,0,5,0,4,3,1,0,171,11,22,5,12,9,0,54,8,2,851,33,1787,309,195,8,14,66,537,15093,1,99,10,343,13,1261,20,71,49,144,3048,13,,No,,,,,,,,,,,
597,597,2023,4429888,Jestin Jacobs,LB,Iowa,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,2.0,,0.0,0.0,4.0,,,,,,,,2294.0,West,6.3,8,6,2,0,8,6,2,0,4,3,1,0,4,3,1,0,159,6,9,4,7,8,2,233,5,0,216,12,1581,248,141,11,9,38,317,14044,1,223,23,296,18,1369,22,51,36,107,2950,9,,No,,,,,,,,,,,
598,598,2023,4429949,Maliq Carr,TE,Purdue,Big Ten,0.0073,0.011,0.0,0.0054,0.015,0.0,0.0,0.016,,,,,,,,,,15.0,,,,,,,1.0,,,,0.0,,,,,15.0,,,,15.0,2509.0,West,1.2,6,2,4,0,6,2,4,0,4,1,3,0,2,1,1,0,136,6,11,3,4,6,0,21,4,0,401,20,1854,261,176,3,15,42,360,9961,0,16,3,150,4,488,5,33,30,80,2342,7,,No,,,,,,,,,,,
599,599,2023,4429970,Ruben Hyppolite II,LB,Maryland,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,2.0,10.0,,0.0,2.0,18.0,,,,,,,,120.0,East,2.3,5,2,3,0,5,2,3,0,2,1,1,0,3,1,2,0,90,1,1,2,2,5,0,0,9,0,251,16,1291,157,96,2,9,44,395,7296,0,5,2,148,5,715,13,33,25,66,2006,11,,No,,,,,,,,,,,
600,600,2023,4429994,Bryce Kirtz,WR,Northwestern,Big Ten,0.012,0.0273,0.0,0.0036,0.014,0.027,0.01,0.025,,,,,,,,,,20.0,,,,,,,6.0,,,,0.0,,,,,67.0,,,,11.2,77.0,West,6.1,9,7,2,0,8,6,2,0,4,4,0,0,3,2,1,0,183,18,26,6,5,9,0,17,8,0,235,10,1790,283,173,14,12,45,364,16906,0,66,10,391,16,1476,14,55,59,148,3266,14,,No,,,,,,,,,,,
601,601,2023,4430007,Sulaiman Kpaka,DL,Purdue,Big Ten,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,,,,,,,2509.0,West,1.2,6,2,4,0,6,2,4,0,4,1,3,0,2,1,1,0,136,6,11,3,4,6,0,21,4,0,401,20,1854,261,176,3,15,42,360,9961,0,16,3,150,4,488,5,33,30,80,2342,7,,No,,,,,,,,,,,
602,602,2023,4430026,Michael Lantz,PK,Minnesota,Big Ten,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,0.0,,6.0,,,,,,,,,7.0,6.0,,,,,,135.0,West,3.3,7,3,4,0,7,3,4,0,3,1,2,0,4,2,2,0,151,7,13,2,2,7,0,30,5,0,248,14,1394,184,107,4,7,32,288,14263,0,21,6,298,19,1350,8,15,41,86,2744,7,,No,,,,,,,,,,,
